"","p_cntrl2730","p_cncr5987","p_cntrl5081","p_cncr1718","p_cncr2573","p_cncr2035","p_cntrl2972","p_cncr6812","p_cntrl9873","p_cncr4188","p_cncr9002","p_cncr9466","p_cncr8865","p_cntrl5767","p_cncr2978","p_cntrl6376","p_cntrl8387","p_cncr3595","p_cncr4026","p_cncr9591","p_cntrl8413","p_cncr9070","p_cncr6166","p_cncr1817","p_cntrl6666","p_cncr2162","p_cncr1856","p_cncr2882","p_cncr1259","p_cntrl5277"
"11101110110100010001",67959,935,25782,1285596,4161,144110,41492,43,1643,390716,12486,23460,547,74957,50958,319921,255018,136005,12621,981010,16937,20654,189091,174721,77983,504779,158084,163367,25012,158617
"11111000000111110100",817,71656,926907,622597,139279,24121,1818512,1578873,11714,215240,61001,202566,2400,762,12078,3697053,602215,661234,41805,432,3117,36909,3869,131752,11581,70648,33142,10670,191703,1814
"10101001000111111001",1437087,47010,727286,2148,44162,72814,64486,248,54643,153628,1976491,640289,10480,2605923,100990,65172,202892,2819151,151390,6039,44152,117411,50954,33893,101326,21716,5851062,35879,224,68550
"10111011111111100101",239353,31427,243678,46300,1090,19117,540263,11260034,37739,1435,2921724,27073,29951,65656,1100,239671,340968,30492,2375,3118,9510,232585,70835,5821,158996,1106136,473,18582,707,9305
"10001100011101001001",14625,14896,3272,41997,1744,19789,9381797,2215,262466,4494,43585,745,3570109,135094,3867394,83683,14342,5,3947,3393,27,55,1506,2593,460170,23,5948,6068,6011,1231159
"00111111001110001101",6240702,7108,859168,85350,581020,7685,21487,2134301,48191,35354,290506,23407,1788702,103622,17060,1282365,356486,150957,60,152179,167681,12338,1941,63444,34664,28019,120173,48519,273808,36546
"10010111100001010110",21899,187,8773,170109,14910,54671,533251,2980,2430885,3379,148823,9040,105235,3292,244026,35916,21,23289,258866,13945,16551,9115,6234,74394,1150,28611,29312,1824,592,235632
"00110001011000011010",7562,1760249,9988995,36588,14920,8391,10601,3018380,10475,109253,145567,460641,56623,3294,515182,1607,9265,6004,1734538,41756,2071,439,614256,1651,121816,614184,5869,731,8932,4188553
"10111111010011010100",1036320,44246,5054,86928782,1872,117528,70520,7407,84878,299885,14668,167969,43,16588,277919,19157,228357,856767,1055,972,70163,352537,211855,137947,375919,256172,107083,7084,32802,434037
"01100000001100001110",6265,2338,310146,8601,636,239168,4276,160,79,536,38008,118640,1169894,552281,67433,114805,5758239,2,422,725,11004,567230,2487,8705,1003022,24147,119533,393,7796,264718
"00010111110000110010",30424,27492,106587,525232,2591,4313,650552,21335,72015,9117,912,8944,305964,112854,268591,7933,27977,238907,697816,1096534,6285,658,64490,1415612,1312,1425,54015713,60620,7168,8694
"01011111001111011111",139069,62916,2553,428,4624128,8363,69074,2325,117930,5892,41015,148217,10194,39063,8849023,2652,174843,247299,1562,481666,1054039,53116,806739,1061,118845,606812,8854,354686,95126,15913
"10110001000100101001",8229740,159199,4200145,26015,4727,1938,58462,176646,49260,13087,71593,143475,46141,145964,12591,116176,4909373,301,16685,1637,601366,3944,322,48024,19063,78009,322041,1,7161,1305555
"01011001001001010001",3740998,25541,267816,61997,1858,382935,839788,131062,621774,7385,16042114,76187,1920228,235761,12991015,5268,7694,101515,312549,1033,32971,2753295,7362,18113,594,602,2451075,1982,1525681,179099
"11110100010011001110",3719,750697,29018,17252,9549,171549,3953,1077,12378,78618,3822,2833,39075,394932,25659,6083,8363,874,9849,10,47271,81780,12041,26530610,8855,11968,63410,26070,5025,1471593
"11001100100111001101",250566,32957,474,79253,665,30011,330,3669,76517,1648982,16960,59198,7753,1497266,605764,1868775,322332,2979,19410,684,2714,8065,2484,609712,27545,4880,99761,20023,796,70127
"00101000111000010101",48371,1351183,194679,3921,82310,154592,33954,279294,108794,110284,432744,199,23445374,59235,64910,4375,24021,1406,2301,2916938,12018,116149,3563895,26875,11729776,263974,444037,1363799,18750,681163
"00111100000011100010",24135418,420094,17430,18721472,20403,24317,24744,1593001,923,15093,25875,5658,1081,112605,146,5087,31947,1,230,6366,1444,19870,239,16990,1392,18006,42330,10506,12270,437649
"00110011001001101010",41956,435343,83453,96,725641,127269,821206,27389,371065,7090,153836,225304,16124,10095,1393581,1283,332577,56124,38154,114382,175381,17790,118373,18300,4639776,39847,8240,239434,8108,650013
"11000010011111000110",6708,699,62839,190149,41439,869641,4099917,39534,30537,598224,297317,708592,452559,148317,7555408,7885,921422,14276,76720,2320129,2122447,322,2555,40706,1536341,77008,27322,85327,15361,16119
"00111001110001000010",3775600,5715,17505712,10056,167,1012,55506,683545,97542,67142,147934,43563,385146,1611267,50629,380960,10367,81,4893,464,168307,95544,86697,24461,23755,43701,398,80,133,2802
"00010101000000011011",28655,165124,5415,102404,110512,103228,52649,5078,295579,157110,192026,326823,14327,126789,6240730,326650,27968,275,378576,6023589,17761,6689,170688,1198575,109470,153007,349927,51211,990,49962
"10100001100100001100",5706,1657251,3261490,26128,472,2738,54916,86655,82743,10227,15508,352250,36798,3379,1306557,7598,59982,63,2877,363,239452,30652,50536,67239,721801,437271,1365835,65,30127,36598
"10101011001110110010",39709,2775,13296,22257,3503118,22964,86173,17058,25181,3426787,21625553,1351512,79486,565292,3723,220285,10855839,14595,4004,31088,9419,16127,670096,23587,11608,1473,4197,3625,1743641,10032
"01100000101001001111",3860250,4716184,319812,878,2326,32382,17183718,841,363298,12326,4325,585998,3734,24218,88405,376551,61500,440,57271,2518,588814,391175,4086,12755,746918,10091,2914982,2669,5457,9839
"00111010100000000110",33320,139249,128912,25194,4532,4419247,2701575,211362,925,410615,3307348,137584,73755,146032,26756,254947,1822,709968,66435,611968,4044,6969,217590,309274,317160,20469,7318,1729,16018,39980
"11110010000110100111",24222,19744894,1577,13612,18838,15865,686932,205996,74891,3672316,27403,2340,126921,205692,59944,12471,22449,289135,655054,36198,93766,18604,132242,16679,699952,1052168,1327677,48372,10569,1402
"01000100110101100011",29370,14081,2975569,19723,952,25149,24324,21529,226872,264077,5358,13281,10230,10700776,3319,13981,3826,4,12297,437,27344,198792,80,180719,112242,86378,23655,213,69077,7520596
"10001011011000011110",1646224,307082,630966,330226,47461,18795650,421543,67595,410008,220829,30743,17530,3718,17267,141288,179888,8800,27389,2246500,70430,873699,1989,10382,52926,64264,1046814,84957,191416,43122,255460
"11111000000101100001",435,1440,19323,329062,185,6278,74152,35128,183932,13036,2183655,2685,162,113319,330341,1021180,15354,201,51,88,32767,7826,680,9463,37520299,86179,58591,3073,100325,16779
"01100011100001110011",24775,1287,28574,32824,71353,247543,6345,10417,27177547,1983,66679,1458762,2618,152440,48922,229775,1154312,26865,4817,162,48040,24585,1339,38068,43310,4070,4156,5015,878402,60879
"10110100011001101010",104214,11655,2267687,2675,174,41884,10117,62860,17724,20967,1112908,6517,626,522639,36646,14097,37784,0,14728,25402,12866625,1610,104732,136150,11324,129,30697,61640,11371,375700
"00000011000100010000",186558,554380,391956,27994,72,75784,1098,3671,908442,864452,2239,397148,3809779,725404,286908,565344,11899,4310,2021381,13945,849945,155,182316,907928,875658,309,93409,2199,1708,343440
"11110000000000101110",82636,124935,5871,2109169,237,43332,374011,704157,137283,23130,527484,15516,8629,12137792,198374,3725706,16243,14,6586,9738,38476,1549,562698,83340,70122,1228624,253376,663,1369,450019
"01101110010101101000",210139,75289,7850,2235547,1796,1742825,82995,365424,113069,1518332,266918,6449,194,372,751434,63602,6288,11804573,184452,40920,239619,422437,25030,9884,38857,3687,133217,20012,12288,12391
"01110000111101010100",20250,12500,4661,74809,2022,1874,37975,3001,37997,67865,96775,216234,50204,611630,3272472,24360,27097,428673,21587,64047,224668,3770,573,61299,17823,6466,13293,766931,8110,2787
"10101111011100011100",48666,4390983,33610,36089,71381,31115,95686,92014,53749,173,2147,128784,144396,268036,33845,2159,29194,2224,222435,233690,373496,211,40570,6619,115488,52,1917520,56748,597426,51780
"11010011100000110010",1072100,64213,11853,24425,8184,1425791,6422,147725,4857,8805246,30355,511,14283,20156,24888,2503203,93155,73909,131654,2959,142202,21049,73981,154310,10678,17702,20480,1320,42185,65141
"00000101101001111001",40589,24835,6765,504117,6530,341563,8437,927,197688,197176,10612674,8530,235949,17830,1277447,12472,4651,865,267771,1723851,3950,6175,761371,1059061,126138,3372,997049,71905,2802,50020
"01101101111010101110",13921076,40079,34666,83630,63,82526,11380,43396748,124907,27,585263,476,3150,551893,923,164793,185927,13,3578,2003,24375,4916,9061,516515,2637484,10916,1538,19912,2950,1866626
"11110011110100010011",5902,60914,457739,634128,141910,258334,262042,14437,2800204,990,3627,41851,24968,10833,2053532,426620,24221,18023,277141,20575,213708,16364,568543,164943,674290,142,2487,45227,12616,405234
"11100110010000111110",36140,56395,10087,588431,332445,1418578,10904,537317,564530,8990,384,470876,32719,387760,34481,3397,5041,357960,8587879,553015,39459,221049,159774,1099255,15948,26659,5062,3440,50376,2092999
"01101010100011000101",565,1077984,2833,1502610,144620,6211,12794,40623,12396,1444,1113,63413,3954,170903,3979,11153,993411,1207,63179,2265873,23456,3071772,269168,22025,36169,5856,337902,790926,5823,15897
"10101010110110011100",31693,6516,172778,1778131,787270,28426,810288,355702,141057,63489,2748,251356,4328,9000,33202,8803,1093409,441495,2627284,76851,248305,33827,743,1375791,1889652,24477,9323478,11142,156455,947997
"10000110010010101011",721370,4534377,9340,219190,61980,119010,6270,182498,528868,77496,200522,111940,38458,24012,70375,18609,60464,153027,154073,2869,9619,21,599400,4005244,33507,397,50497,50718,41688,15518
"10001001100001100001",93957,89449,147530,5122,63,333490,5679,14839,253548,19399,27579,8213,11778,23675,445537,1032,158114,345,13563,225,271411,10,6565,2661721,685613,302,238053,39970,13,221111
"00100111000100010101",147,43976,602105,3195,36946,920836,15194253,687,23464,2284,56919,71291,458587,929093,43018,29319,463790,56,293411,12115,11283,988611,166774,488417,344308,11305,206976,589235,8648,236519
"00110001011100011011",53316,154526,432915,27693,5532,25974,210572,4111539,3320150,259630,5303,237639,2024776,135857,8656,1266,1523517,17238,162106,163542,196505,1647,16528,1757749,164474,37719,48877,94991,8872,543375
"01001000011010001011",200888,9117,11464084,26707,11403,4330,2445904,50,33902,62233,31552,42552,489868,73960,12270,799197,32993,2,318,258,876,54456,57122,64986,16522,199439,243127,323,408,64453
"11110010100001111101",6137,247239,1111,444337,58,2170565,13987042,2011593,44353,174,309738,9438574,92467,110994,70206,626631,193903,493,731,11773,90160,28602,317820,569272,536901,359898,3438,75119,3617724,8860
"00100110000111011001",918204,5856,557691,2535022,662,60046,21281,602541,839852,342513,12188,24167,19914,214585,146755,126,61244,3160430,4829298,1011518,150529,33364,982748,140673,216655,1426784,3496712,2976832,691961,120000
"00011100001101101101",27481,1234731,232069,209050,21,256,56079,88008,252027,696,3317770,169,17646,2471326,301611,77708,207191,4170,14589,514,3125,123,104,20308,639705,4196,450027,193,89,10408
"11111010001100100111",130850,2315,3897170,3119,1444503,17461,10586,50697,1693,28484598,79351,2262,30,3172,9367810,2792,578036,9699371,24183,56735,16347,304295,150049,13768,1085298,30262,4156,630765,155493,6885
"01010010011010000010",8341,48568,26827,692252,12285,683387,49036,8406,3601068,1012,14548,546445,107255,37054,70626,109,121980,279081,495,1335182,1092482,4845,3512,3718,44693,235554,3183121,169777,91,49967
"11001000011011001111",6141,103720,198092,1957,47,183063,1535430,771060,2262,6908,145745,8062,15163,11999393,41120,7614112,81613,35,13562,120,235079,30123,52496,555817,5157,176739,1530301,1146,1325,3068
"11101110000000000110",20036,972092,806057,4090835,4704,121852,90555,266634,1687443,11516,209830,60751,209848,799947,76286,1442,1751342,6170,2126,70732,142704,1459117,20058,848643,698,24680,6886,2572,1103278,14414
"00101111010000000101",88757,51473,1307,508,97469,111151,721063,18333,22426,32821,149349,785209,499888,3913,1189,126098,710591,84573,35069,141452,46221,1562,42285,10027,1099810,46388,2484,274687,63332,93702
"01000100010001100101",126702,1215,4079,25743,559,74550,239137,2640773,457791,189108,48676,26484,42961,165063,3583713,4005642,63477,28,86,3938,18253,28495,5,4725,13337,324325,2137022,6475,1,3909
"00010100001000001100",1360281,614,19553,123461,61,347357,8820,20188,39129,21378,140998,14276,21180,3303616,43134,143654,601,1,3273,2234,11522,424,11623,4354,1086375,53930,32993,290,62,28597
"11111001010110011011",124825,9229,2004052,3061,479530,6153261,117007,17726,594996,51424,1556,262,2009,10603277,884476,10407,3155,1509,70744,4218,17716,2439,33909,54577,501124,1530956,879647,43492,46403,1034972
"01100011111000001011",82294,2084889,330538,2860,99910,74425,11871,439092,558387,1625519,1989,101237,24731768,3307,179961,11950,78771,473563,524249,67401,912808,2192,69128,125395,24169,11128,2374,212151,78813,683640
"10100110111110101011",1625017,901214,184510,213,151463,12889,636302,5475260,714706,1243,9104,12710,24160,1462597,729218,37042,616388,747300,6159,1285430,8903,2395,5311,5266,112527,404,78013,34339,48866,2463197
"01110000100101000111",46238,26795,24114,431521,3817,4492,6641,415534,417633,75707,5289,32319,98097,61982,13599,244225,42742,5471,1842,954,1359,364847,187505,17391,254967,14267,178712,3386,2555,16154
"00100111110100110111",13087,48835,1560751,175,3885,5457,13729,518158,2979,24093,160300,804216,3134773,2632254,22864,647511,22634,18265,615619,6921,26531,110883,1170,37329,22610,94113,711543,14783,15811,4677
"01110000100011101011",1267210,802683,248428,452496,662,4298,195268,8134,1297,651402,1956630,14280,723309,474387,169034,1635035,503008,126,31395,66,347334,432435,58946,13944,22910,22,2524,1256,915,14021
"01001101111011100001",61196,10691,111070,2787769,2275,260558,546710,4845,63590,650361,764868,35140,10847,86963,283647,1060498,162390,28,264,4738,40926,6015,9063,39560,4796373,57162,313740,84,265,529
"10011101111000101000",2261608,80,298343,28502,5,132557,16219,4819,66101,381777,149738,119396,21973,149340,9253,12803,7093,55,14711,1186,358,12,6801,8551390,1307340,109,864229,78191,2,888
"11101000001010010100",2311334,5151173,95084,6050,70933,1195,3040,82584,1699646,1004,118341,187680,383360,49447,12901,965172,52083,199,17425,203788,2329,8542,173590,647641,749,68020,33069,226629,194,313091
"10111010111100001111",1673,795615,4334,8671,16218,119519,305780,335472,10258,2028,255645,140359,32468,6263,28019,6858,8060,3685154,177700,172342,519388,61694,2809,35986,36833,40003,559684,78091,222693,26707
"10111000010011000011",1276196,4481,6072,313,2055,489,1219357,114297,390735,96098,204451,478,79385,7439605,91615,5682555,6556,129,122,12411,141036,60576,103429,1980189,22630705,76424,203467,9609,47,62689
"10011101010100101011",89760,4375,27155,1056886,1851,11766,74085252,83381,329648,5557,114477,819,421166,359776,1825506,28973212,64502,6,431294,556,25511,7651,325,63846,16556,352,932709,910283,1,729
"10001011110101001010",23418,2652186,1429299,98212,9343,124547,376876,64878,5613,31621,80415,323274,17187,17981,787808,103839,63169,482,863480,17232074,78224,487,103155,5241,18943,4322842,185700,156564,783,9020
"00000001010001011011",40008,93459,6003424,22085,473,43888,17722,9500,6792448,374469,26919,36525,20814,2738,74798,1375985,602809,1544,11075,50657,23720,32,349067,633459,816705,5387,1304116,6160,4796,10462302
"10011100111011010010",2038770,147070,32273,48326,719,7765,620193,4640,22236,946882,14854,2030,263398,16940886,339092,7560,7860,4897,47800,813,985882,63681,94567,300042,101071,1890,340942,437068,650,17167
"10011101000000111001",248135,1323827,23915,8894151,458,1220,57894,19655,3776,4379,1076405,26670,189344,3015,1437,5164,72921,12425,4129,44335,38124,17306,52990,307134,78216,23306,82717,586013,1046,1508
"00001101111101110100",50926,37064,3010554,3013278,4951,154886,29392,383460,1225181,4118,17307,21813,7353,107104,100936,597928,13387,4247,138161,1963145,82163,109,7167,14986,309662,2315,273804,7416,662,3439548
"00100111111110110100",6817,4863,47637,530932,46608,158741,502201,13723915,54715,50849,230224,7323,33883,13871,8783306,36244,44533,1640,17499,14247996,872,1406686,9932,218581,266,116994,15841,499,385841,93298
"00011110001111000010",30555,77290,6388,1397170,1729,1095326,49385,879,1103387,6010,217880,28823,161599,140627,289918,4374984,19179,3383,76498,626691,82034,1534,2472070,8685793,35503,29644,3591049,2194651,2243,139831
"00111001010110010010",240191,105026,258590,47913,94583,1617,848574,98,4778,8260,10411,664,15075,4068254,2803,108594,66607,33361,3276,290142,420,5216,140117,565344,309989,414482,213481,6552,1153,6971
"10100001111101111101",1044,6388,681209,774,5244,111100,51919,79253,227673,22464,522529,323755,29769,8926475,360071,160876,383474,862622,165127,3024,11592,327009,905186,12998789,1437639,9179,63303,244492,8179,9364
"11111100000011110001",2486143,34183,110,18616,55717,30590,24316,267219,165643,4158803,610639,3043970,36411,344474,43426,202973,12039,48497,335,116359,331,39562,233030,419956,19226,3009,43222,13441,844,3461
